[[EntryType]],[[Speaker]],[[*English*]],[[*Japanese*]],[[*MT*]],[[メモ]],[[管理用メモ]],[[*FileID*]],[[*Key*]],[[No]],[[SpeakerType]],14.89%
Dialogs,npc_orc_space_shaman,"As Kane and the others approach, they see the survivor is unlike the others: he wears practically no armor, has three large glass vapor cells embedded in his upper chest and back (all only partially filled with fluorescent green mist), is covered across his face and arms with tribal tattoos and boasts bright purple eyes, a feature unique to all others of his race your party has encountered so far.",,ケインと他の人が近づくと、彼らは生存者が他の人とは違って参照してください。彼は事実上何の鎧を着ていない、彼の胸の上部と背面に埋め込ま3つの大きなガラスの蒸気セルは、（すべての部分的にしか蛍光緑の霧でいっぱい）、彼の間で覆われています部族の入れ墨と自慢明るい紫の目で顔や腕、彼のレースの他のすべてのユニークな機能あなたのパーティーは、これまでに遭遇しました。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_27,2608,2,
Dialogs,hero_blademaster_name,"Realizing he cannot escape, the orc turns to face your party propping himself up against two large dead companions. He breathes in broken gasps, any one of which might be his last, watching intently as Kane opens a discussion as to who he is and what your party should do about him.",,彼は脱出することはできません実現、オークは二つの大きな死んだ仲間に対して自分自身を下支えあなたのパーティーに直面することになります。彼は、のいずれかが、ケインは彼があり、あなたのパーティーは彼について何をすべき者のような議論を開くと熱心に見て、彼の最後のかもしれない壊れあえぎで呼吸します。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_6,2609,2,
Dialogs,npc_orc_space_shaman,"Halfway through the debate the orc looks to your champions, anticipating who will talk next—a clear sign he comprehends the conversation. The orc raises a bloody hand toward Kane, fingers spread and speaks.",,途中の議論を通して、あなたのチャンピオンにオークのルックスは、彼が会話を把握し、次-明確なサインをお話します誰が予想し。オークはケインに向かって血まみれの手を上げ、指を広げると話します。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_26,2610,2,
Dialogs,npc_orc_space_shaman,Inershta. Waachenga. Wachenga.,,Inershta。 Waachenga。ラッシング。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_7,2611,1,
Dialogs,npc_orc_2,"Your party looks to Kane and back towards the orc offering his hand in a non-hostile manner. After a momentary hesitation, Kane reaches out and grasps the dying creature’s hand. At the moment of physical contact, an orange aura engulfs the two. The glow pulsates, surging from the orc into Kane.",,ケインと非敵対的な様式で手を提供するオークへのバックへのあなたのパーティのルックス。瞬間的な躊躇の後、ケインはアウトに達し、死ぬ生き物の手を把握します。物理的な接触の瞬間に、オレンジ色のオーラは2を飲み込みます。グロー脈動は、ケインにオークから急増します。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_8,2612,2,
Dialogs,hero_marksman_name,Bigs! Pull Kane away!,,ビッグス！ケインの離れを引い！,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_9,2613,,
Dialogs,hero_marksman_name,The giant lumbers to Kane’s side and reaches out to snatch him to safety.,,ケインの側に巨大な木材と安全に彼を奪うためにアウトに達します。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_10,2614,2,
Dialogs,hero_shieldguard_name,"<style=""grey"">(waving the frostling off)</style> No. It’s ok… I think he just wants to talk and somehow I know this is the only way, we’ll be able to understand each other.",,<スタイル=「グレー」> </スタイル>いいえのOK（オフfrostling手を振って）...私は彼がちょうど話をしたいと思いますし、何とか私はこれが唯一の方法です知っている、私たちはお互いを理解することができます。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_11,2615,,
Dialogs,npc_orc_space_shaman,You’re human… and yet you do not attack. Why is this?,,あなたしている人...と、まだあなたが攻撃しません。どうしてこれなの？,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_12,2616,1,
Dialogs,hero_shieldguard_name,"What do you mean why? You didn’t attack us, why should we attack you?",,あなたは、なぜ何を意味するのですか？私たちはあなたを攻撃すべき理由あなたは、私たちを攻撃しませんでしたか？,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_13,2617,,
Dialogs,npc_orc_space_shaman,Strange clothes too. You are not dressed like the other humans.,,奇妙な、あまりにも服。あなたは他の人間のように服を着ていません。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_14,2618,1,
Dialogs,hero_marksman_name,Other humans? What other humans?,,他の人間？他にどのような人間？,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_15,2619,,
Dialogs,hero_shieldguard_name,"Quiet, Maeve. I think he can only understand me.",,静かな、メーヴ。私は彼が私だけを理解することができると思います。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_16,2620,,
Dialogs,npc_orc_space_shaman,I understand. As long as we remain bonded. All your thoughts are clear to my thoughts.,,わかります。限りとして、我々は接着されたままになります。すべてのあなたの考えは私の考えに明確です。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_17,2621,1,
Dialogs,hero_mystic_name,Maybe he speaks of the Magi of old. Did you come to this tower and provoke the human inhabitants—is that why they seek vengeance against you?,,たぶん彼は昔の賢者のことを話します。あなたはこのタワーに来て、人間なぜ彼らはあなたに対して復讐を求めていることを住民が-で挑発しましたか？,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_18,2622,,
Dialogs,npc_orc_space_shaman,No. We came to the tower to escape the slaughter. Humans live in our world for many generations. The conflicts between our races were few and far between. That was until something changed recently and the humans became determined to kill everyone different from themselves.,,いいえ。私たちは、虐殺を逃れるために、タワーに来ました。人間は、多くの世代のために私たちの世界に住んでいます。私たちの種族間の対立が少なく、これまでの間でした。それは何かが最近変更されるまでだったと人間は自分から皆の異なるを殺すために決定されるようになりました。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_19,2623,1,
Dialogs,npc_orc_space_shaman,Their technology seems to have improved greatly in an extremely short time span. They wield new destructive magic we orcs have no defense against.,,彼らの技術は、非常に短い時間スパンで大幅に改善しているようです。彼らは、私たちが何に対しての防御を持っていないオーク新しい破壊的な魔法を振るいます。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_20,2624,1,
Dialogs,npc_orc_space_shaman,"The humans are exterminating everyone… forcing us away, increasing their territory while diminishing our own. Even the Elkreeish (pointing to Aeric) are killed… their forests burned and harvested for human war machine factories.",,人間は...みんなを駆除たちを離れて強制的に、私たち自身を減少しながら、自国の領土を拡大しています。でもElkreeish（Aericを指す）が...殺され、その森林が焼失し、人間の戦争機械工場のために収穫されています。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_21,2625,1,
Dialogs,hero_druid_name,"Fascinating. A completely alternate timeline to our own, where the races are not bound together in companionship, but divided and disharmonious.",,魅力的。レースは交際で一緒に結合したが、分割と不調和されていない私たち自身に完全に別のタイムライン、。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_22,2626,,
Dialogs,hero_druid_name,"As the discussion continues, the orc grunts in pain. His eyes roll up into the back of his head.",,議論が続くと、オークは痛みでうなり声。彼の目は彼の頭の後ろにロールアップ。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_23,2627,2,
Dialogs,npc_orc_space_shaman,"Not much longer for me now. I never thought I’d live to see a day of peaceful humans once again.  Perhaps there is hope yet for my people. On the next level below, seek the halls to reach KAHL KHANGUS, the leader of my people. When you find him you must repeat these words. “Packra Ta-chin Wachenga Gogrago”.",,あまり長い私のために今。私は、私は再び平和な人間の一日を見て生きたいと思ったことはありません。おそらく、私の人々のために、まだ希望があります。下の次のレベルでは、KAHL KHANGUS、わたしの民の指導者に到達するためにホールを求めています。あなたは彼を見つけたとき、あなたはこれらの言葉を繰り返す必要があります。 「Packra TA-あごWachenga Gogrago」。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_24,2628,1,
Dialogs,npc_orc_space_shaman,"It will declare you, friends to all orcs with wishes to talk in peace. But I must confess, until Khangus declares you an ally, any of my people you encounter will believe you to be the humans from our world… Believing their life is in jeopardy, they will attack without provocation.",,それは平和のうちに話をしたいと、すべてのオークに、友人にあなたを宣言します。 Khangusはあなたの味方を宣言するまで、しかし、私は彼らの生活が危険にさらされている、彼らは挑発せずに攻撃します信じて...あなたが遭遇した私の人々のいずれかが、私たちの世界から人間であることをあなたを信じます、告白しなければなりません。,,,quests,d_HE_iuVnMdUicTpe6BW12LQ_p_25,2629,1,
Dialogs,,"Your champions come across a trigger, one of the elements required to craft a pistol weapon.",,あなたのチャンピオンは、トリガーを越えピストル武器を作るために必要な要素の一つに来ます。,,,quests,d_HE2wzRZSoEKG4hryoYWthA_p_0,2630,2,
Dialogs,npc_cindros,Who seeks the aid of Cindros? I have taken many souls since I was last addressed by a mortal. Where is thy offering?,,誰がCindrosの援助を求めていますか？私は最後の死を免れによって対処されて以来、私は多くの魂をとっています。あなたの提供はどこですか？,,,quests,d_HeQgIL9OXkKPOxzcPQ3kmQ_p_0,2631,1,
Dialogs,hero_marksman_name,Offering? Figures there’s always a price to pay.,,募集？価格は有料に常にあるの数字。,,,quests,d_HeQgIL9OXkKPOxzcPQ3kmQ_p_1,2632,,
Dialogs,hero_shieldguard_name,"Here, I suppose I can lose one of my rings. Place it at the foot of the statue and see what happens.",,ここで、私はリングの1を失う可能性があるとします。像のふもとにそれを置き、何が起こるかを参照してください。,,,quests,d_HeQgIL9OXkKPOxzcPQ3kmQ_p_2,2633,,
Dialogs,npc_cindros,"<style=""grey"">(angry)</style> You dare to defile my sanctity with your trinkets? Such things are meaningless. The dead have no need for riches.",,<スタイル=「グレー」>（怒り）</スタイル>あなたはあなたの装身具と私の神聖を汚すことを敢えて？このような事が無意味です。死者は富を必要としません。,,,quests,d_HeQgIL9OXkKPOxzcPQ3kmQ_p_3,2634,1,
Dialogs,hero_shieldguard_name,The dead? Are the Risen your doing?,,死んだ？あなたがやって上昇していますか？,,,quests,d_HeQgIL9OXkKPOxzcPQ3kmQ_p_4,2635,,
Dialogs,npc_cindros,"I am not dead, child. I am Death. Do not worry, you will know me for what I am. All mortals of this world will know the everlasting embrace of Cindros, one day. As for those Risen, they are an affront to me as well. What is rightfully mine has been ripped away. Blasphemy!",,私は、子供死んでいないです。私は死です。心配しないで、あなたは私が何のために私を知っているだろう。この世界のすべての人間は1日、Cindrosの永遠の抱擁を知っています。復活した人のためとして、彼らは同様に私に侮辱されています。当然鉱山は何を離れてリッピングされています。冒涜！,,,quests,d_HeQgIL9OXkKPOxzcPQ3kmQ_p_5,2636,1,
Dialogs,npc_cindros,Bring me a living thing as your offering and I will give a boon in due return. Then you shall have the means to deal with the Risen.,,私にあなたの提供など生き物を持参し、私が原因見返りに恩恵を与えるだろう。その後、復活に対処する手段を持たなければなりません。,,,quests,d_HeQgIL9OXkKPOxzcPQ3kmQ_p_6,2637,1,
